Lrhomboides-Gene-Name,Percent-Identity,E-value,Bit-Score,Query-Coverage-Percent,Match-Ensembl-ID,Gene-Name,Gene-Description
Lrhomboides00009463,90.09,4.93E-140,392,100,ENSSAUG00010014955,ccdc115,coiled-coil domain containing 115 [Source:NCBI gene;Acc:115585472]
Lrhomboides00009464,93.353,0,1318,100,ENSSAUG00010014954,,zinc finger BED domain-containing protein 4-like [Source:NCBI gene;Acc:115584400]
Lrhomboides00009465,82.09,1.79E-134,383,76,ENSSAUG00010014953,apobec2b,apolipoprotein B mRNA editing enzyme catalytic subunit 2 [Source:NCBI gene;Acc:115585030]
Lrhomboides00009467,93.814,0,868,100,ENSSAUG00010014947,mybpha,myosin-binding protein H-like [Source:NCBI gene;Acc:115585029]
Lrhomboides00009468,97.431,0,3004,97,ENSSAUG00010014865,NAV1,neuron navigator 1-like [Source:NCBI gene;Acc:115584565]
Lrhomboides00009470,77.205,0,930,72,ENSSAUG00010014404,samhd1,deoxynucleoside triphosphate triphosphohydrolase SAMHD1-like [Source:NCBI gene;Acc:115585506]
Lrhomboides00009472,94.835,0,1315,100,ENSSAUG00010014215,si:ch211-117c9.1,NUAK family SNF1-like kinase 1 [Source:NCBI gene;Acc:115585544]
Lrhomboides00009473,97.671,0,1207,100,ENSSAUG00010014211,KBTBD12,kelch repeat and BTB domain-containing protein 12-like [Source:NCBI gene;Acc:115585545]
Lrhomboides00009474,87.664,0,1290,86,ENSSAUG00010013642,si:ch211-117c9.2,solute carrier family 26 member 6-like [Source:NCBI gene;Acc:115585041]
Lrhomboides00009475,98.611,0,1153,94,ENSSAUG00010013273,si:ch211-117c9.5,solute carrier family 6 member 8 [Source:NCBI gene;Acc:115585042]
Lrhomboides00009476,91.106,0,754,76,ENSSAUG00010013269,,secreted frizzled-related protein 5-like [Source:NCBI gene;Acc:115585592]
Lrhomboides00009477,97.436,0,1020,100,ENSSAUG00010013267,P4HTM,transmembrane prolyl 4-hydroxylase-like [Source:NCBI gene;Acc:115585591]
Lrhomboides00009478,95.789,0,935,95,ENSSAUG00010013239,,cyclin-dependent kinase 17-like [Source:NCBI gene;Acc:115585590]
Lrhomboides00009479,93.605,0,660,100,ENSSAUG00010013234,parapinopsina,parapinopsin a [Source:ZFIN;Acc:ZDB-GENE-101129-1]
Lrhomboides00009480,93.511,0,1455,99,ENSSAUG00010013212,ddx20,DEAD-box helicase 20 [Source:NCBI gene;Acc:115585589]
Lrhomboides00009481,77.754,0,716,94,ENSSAUG00010008337,,cytochrome P450 3A40-like [Source:NCBI gene;Acc:115585601]
Lrhomboides00009482,97.297,0,1150,100,ENSSAUG00010008249,cttnbp2nlb,CTTNBP2 N-terminal-like protein [Source:NCBI gene;Acc:115584597]
Lrhomboides00009483,99.65,0,600,100,ENSSAUG00010008186,capza1b,F-actin-capping protein subunit alpha-1-like [Source:NCBI gene;Acc:115584598]
Lrhomboides00009484,96.144,0,1494,100,ENSSAUG00010008029,apeh,acylamino-acid-releasing enzyme-like [Source:NCBI gene;Acc:115584596]
Lrhomboides00009486,94.05,0,1976,99,ENSSAUG00010008022,tlr9,toll-like receptor 9 [Source:NCBI gene;Acc:115584504]
Lrhomboides00009487,90.511,0,996,99,ENSSAUG00010008016,,ERC protein 2-like [Source:NCBI gene;Acc:115585424]
Lrhomboides00009488,97.143,1.72E-64,212,94,ENSSAUG00010008016,,ERC protein 2-like [Source:NCBI gene;Acc:115585424]
Lrhomboides00009489,96.032,0,749,99,ENSSAUG00010008006,wnt5a,protein Wnt-5a-like [Source:NCBI gene;Acc:115584336]
Lrhomboides00009490,98.387,0,747,99,ENSSAUG00010008004,lrtm1,leucine rich repeats and transmembrane domains 1 [Source:NCBI gene;Acc:115585087]
Lrhomboides00009491,91.038,0,1305,97,ENSSAUG00010007789,CACNA2D3,voltage-dependent calcium channel subunit alpha-2/delta-3-like [Source:NCBI gene;Acc:115585086]
Lrhomboides00009492,89.736,0,593,100,ENSSAUG00010007731,atp6ap1lb,V-type proton ATPase subunit S1-like [Source:NCBI gene;Acc:115585443]
Lrhomboides00009493,89.93,0,783,93,ENSSAUG00010007730,b4galt3,beta-1;4-galactosyltransferase 3-like [Source:NCBI gene;Acc:115584883]
Lrhomboides00009494,88.472,0,672,100,ENSSAUG00010007726,bgnb,biglycan [Source:NCBI gene;Acc:115584884]
Lrhomboides00009495,87.535,0,586,56,ENSSAUG00010007722,si:dkey-32e6.6,extracellular matrix protein 2-like [Source:NCBI gene;Acc:115584599]
Lrhomboides00009496,94.888,0,1251,100,ENSSAUG00010007628,tktb,transketolase-like protein 2 [Source:NCBI gene;Acc:115585285]
Lrhomboides00009497,80.747,0,544,100,ENSSAUG00010007624,lrrc23,leucine rich repeat containing 23 [Source:ZFIN;Acc:ZDB-GENE-041010-153]
Lrhomboides00009499,98.446,1.20E-142,396,100,ENSSAUG00010007621,rhoaa,rho-related GTP-binding protein RhoA-C-like [Source:NCBI gene;Acc:115584850]
Lrhomboides00009500,86.813,0,643,89,ENSSAUG00010007620,usp21,ubiquitin specific peptidase 21 [Source:ZFIN;Acc:ZDB-GENE-100210-3]
Lrhomboides00009501,93.712,0,945,96,ENSSAUG00010007617,arhgef3l,rho guanine nucleotide exchange factor 3-like [Source:NCBI gene;Acc:115584846]
Lrhomboides00009502,97.635,0,2168,100,ENSSAUG00010004476,uba1,ubiquitin like modifier activating enzyme 1 [Source:NCBI gene;Acc:115584845]
Lrhomboides00009503,96.539,0,1592,99,ENSSAUG00010004405,camkvl,caM kinase-like vesicle-associated protein [Source:NCBI gene;Acc:115585151]
Lrhomboides00009504,91.429,1.01E-87,253,97,ENSSAUG00010004400,TSHB,thyroid stimulating hormone subunit beta [Source:HGNC Symbol;Acc:HGNC:12372]
Lrhomboides00009505,97.895,0,581,100,ENSSAUG00010004368,slc25a55b,mitochondrial glutamate carrier 1-like [Source:NCBI gene;Acc:115584372]
Lrhomboides00009506,96.682,3.70E-148,411,100,ENSSAUG00010004358,tspan2b,CD9 antigen-like [Source:NCBI gene;Acc:115585388]
Lrhomboides00009508,86.255,0,868,89,ENSSAUG00010026559,kcna2a,potassium voltage-gated channel subfamily A member 2 [Source:NCBI gene;Acc:115583397]
Lrhomboides00009510,96.725,0,790,100,ENSSAUG00010004327,etv7,transcription factor ETV6-like [Source:NCBI gene;Acc:115584817]
Lrhomboides00009511,96.667,7.15E-154,426,100,ENSSAUG00010004321,zgc:194242,uncharacterized methyltransferase YdaC-like [Source:NCBI gene;Acc:115584819]
Lrhomboides00009512,87.179,2.35E-119,336,100,ENSSAUG00010004315,ube2t,ubiquitin-conjugating enzyme E2 T-like [Source:NCBI gene;Acc:115584820]
Lrhomboides00009513,92.705,0,1646,100,ENSSAUG00010004126,LGR6,leucine rich repeat containing G protein-coupled receptor 6 [Source:NCBI gene;Acc:115584816]
Lrhomboides00009514,95.489,6.63E-179,494,99,ENSSAUG00010024688,,transcription factor Spi-B-like [Source:NCBI gene;Acc:115584818]
Lrhomboides00009517,85.681,0,738,93,ENSSAUG00010024675,tead3a,transcriptional enhancer factor TEF-5-like [Source:NCBI gene;Acc:115585481]
Lrhomboides00009518,85.109,0,1262,100,ENSSAUG00010024669,PKP1,plakophilin 1 [Source:NCBI gene;Acc:115585395]
Lrhomboides00009519,97.015,1.61E-138,387,95,ENSSAUG00010024667,tnnt2a,troponin T type 2a (cardiac) [Source:ZFIN;Acc:ZDB-GENE-000626-1]
Lrhomboides00009521,98.235,7.25E-117,330,100,ENSSAUG00010024661,TNNI1,troponin I type 1a (skeletal; slow) [Source:ZFIN;Acc:ZDB-GENE-030616-266]
Lrhomboides00009522,99.578,0,498,100,ENSSAUG00010024658,kctd6b,BTB/POZ domain-containing protein KCTD6 [Source:NCBI gene;Acc:115585447]
Lrhomboides00009523,99.706,0,711,100,ENSSAUG00010024654,abhd6b,abhydrolase domain containing 6b [Source:ZFIN;Acc:ZDB-GENE-070410-104]
Lrhomboides00009525,96.094,0,682,95,ENSSAUG00010024652,slmapb,sarcolemmal membrane-associated protein-like [Source:NCBI gene;Acc:115585628]
Lrhomboides00009526,92.95,0,729,78,ENSSAUG00010024578,cers5,ceramide synthase 5-like [Source:NCBI gene;Acc:115585626]
Lrhomboides00009527,86.592,0,1551,100,ENSSAUG00010024575,si:ch73-233m11.2,si:ch73-233m11.2 [Source:ZFIN;Acc:ZDB-GENE-081104-266]
Lrhomboides00009528,86.607,0,789,100,ENSSAUG00010024574,si:dkey-222n6.2,intermediate filament protein ON3-like [Source:NCBI gene;Acc:115585627]
Lrhomboides00009529,77.381,3.45E-180,501,94,ENSSAUG00010024563,dnase1l4.1,deoxyribonuclease 1 like 4; tandem duplicate 1 [Source:ZFIN;Acc:ZDB-GENE-040808-35]
Lrhomboides00009530,97.479,0,973,100,ENSSAUG00010024559,abtb1,ankyrin repeat and BTB domain containing 1 [Source:NCBI gene;Acc:115585625]
Lrhomboides00009531,82.238,0,914,99,ENSSAUG00010000496,slc6a6b,sodium- and chloride-dependent taurine transporter-like [Source:NCBI gene;Acc:115582985]
Lrhomboides00009532,94.709,0,2174,100,ENSSAUG00010023896,grip2a,glutamate receptor-interacting protein 2-like [Source:NCBI gene;Acc:115585144]
Lrhomboides00009533,100,2.95E-97,276,100,ENSSAUG00010023884,rpl32,ribosomal protein L32 [Source:NCBI gene;Acc:115584665]
Lrhomboides00009534,94.531,0,756,98,ENSSAUG00010023883,ssuh2rs1,protein SSUH2 homolog [Source:NCBI gene;Acc:115584664]
Lrhomboides00009535,96.724,0,3104,100,ENSSAUG00010023866,DCAF1,DDB1 and CUL4 associated factor 1 [Source:NCBI gene;Acc:115584663]
Lrhomboides00009536,92.326,0,790,91,ENSSAUG00010018906,DOCK3,dedicator of cytokinesis 3 [Source:HGNC Symbol;Acc:HGNC:2989]
Lrhomboides00009537,96.061,0,877,100,ENSSAUG00010018816,pcbp4,poly(rC)-binding protein 4-like [Source:NCBI gene;Acc:115585553]
Lrhomboides00009538,99.014,0,1844,100,ENSSAUG00010018813,DAG1,dystroglycan-like [Source:NCBI gene;Acc:115585233]
Lrhomboides00009539,99.595,0,1546,91,ENSSAUG00010018230,,metabotropic glutamate receptor 7-like [Source:NCBI gene;Acc:115585039]
Lrhomboides00009541,85.567,0,1003,99,ENSSAUG00010018220,asb14b,dynein heavy chain 12; axonemal-like [Source:NCBI gene;Acc:115584355]
Lrhomboides00009543,93.195,0,7434,99,ENSSAUG00010016622,dnah12,dynein; axonemal; heavy chain 12 [Source:ZFIN;Acc:ZDB-GENE-090311-9]
Lrhomboides00009544,100,3.43E-170,469,93,ENSSAUG00010016548,gid8b,GID complex subunit 8 homolog b (S. cerevisiae) [Source:NCBI gene;Acc:566067]
Lrhomboides00009546,92.06,0,850,100,ENSSAUG00010016545,slc17a9b,solute carrier family 17 member 9 [Source:NCBI gene;Acc:115585420]
Lrhomboides00009547,92.133,0,1054,98,ENSSAUG00010016537,YTHDF1,YTH domain-containing family protein 1-like [Source:NCBI gene;Acc:115585586]
Lrhomboides00009548,87.5,0,697,100,ENSSAUG00010016535,birc7,baculoviral IAP repeat-containing protein 7-like [Source:NCBI gene;Acc:115585587]
Lrhomboides00009549,99.291,3.28E-101,296,95,ENSSAUG00010016532,nkain4,sodium/potassium-transporting ATPase subunit beta-1-interacting protein 4-like [Source:NCBI gene;Acc:115585584]
Lrhomboides00009550,92.756,0,1046,100,ENSSAUG00010016529,,
Lrhomboides00009551,96.786,0,1059,100,ENSSAUG00010016528,si:rp71-79p20.2,SLC2A4 regulator-like [Source:NCBI gene;Acc:115585102]
Lrhomboides00009553,88.41,0,657,100,ENSSAUG00010016526,zbtb46,zinc finger and BTB domain containing 46 [Source:NCBI gene;Acc:115585101]
Lrhomboides00009554,98.669,0,1067,100,ENSSAUG00010016270,uckl1b,uridine-cytidine kinase 1 like 1 [Source:NCBI gene;Acc:115585053]
Lrhomboides00009555,93.875,0,1526,99,ENSSAUG00010015998,ZNF512B,zinc finger protein 512B [Source:NCBI gene;Acc:115584931]
Lrhomboides00009557,98.095,1.64E-72,216,94,ENSSAUG00010015993,samd10b,sterile alpha motif domain-containing protein 10-like [Source:NCBI gene;Acc:115585825]
Lrhomboides00009558,99.794,0,1995,100,ENSSAUG00010015974,prpf6,pre-mRNA processing factor 6 [Source:NCBI gene;Acc:115584889]
Lrhomboides00009560,97.674,0,784,99,ENSSAUG00010015969,aar2,AAR2 splicing factor [Source:NCBI gene;Acc:115584890]
Lrhomboides00009561,86.632,0,1327,99,ENSSAUG00010015965,EMILIN3,elastin microfibril interfacer 3 [Source:HGNC Symbol;Acc:HGNC:16123]
Lrhomboides00009562,98.266,0,714,95,ENSSAUG00010015937,b4galt5,beta-1;4-galactosyltransferase 5-like [Source:NCBI gene;Acc:115585050]
Lrhomboides00009563,89.939,0,1167,100,ENSSAUG00010015903,slc9a8,solute carrier family 9 member A8 [Source:NCBI gene;Acc:115585409]
Lrhomboides00009564,93.233,7.42E-85,254,100,ENSSAUG00010015892,opn7b,opsin-5-like [Source:NCBI gene;Acc:115585800]
Lrhomboides00009565,94.545,0,548,100,ENSSAUG00010015892,opn7b,opsin-5-like [Source:NCBI gene;Acc:115585800]
Lrhomboides00009566,99.117,0,1159,100,ENSSAUG00010015890,spata2,spermatogenesis associated 2 [Source:NCBI gene;Acc:115585141]
Lrhomboides00009567,99.119,6.53E-172,473,100,ENSSAUG00010015886,rnf114,ring finger protein 114 [Source:NCBI gene;Acc:115585554]
Lrhomboides00009569,94.993,0,1366,100,ENSSAUG00010015849,DHX35,DEAH-box helicase 35 [Source:NCBI gene;Acc:115585687]
Lrhomboides00009570,100,8.36E-36,119,79,ENSSAUG00010015844,rab5if,RAB5 interacting factor [Source:NCBI gene;Acc:115585528]
Lrhomboides00009571,92.82,0,1989,100,ENSSAUG00010015841,zhx3,zinc fingers and homeoboxes 3 [Source:NCBI gene;Acc:115584943]
Lrhomboides00009572,96.234,0,2586,97,ENSSAUG00010015476,plcg1,phospholipase C gamma 1 [Source:NCBI gene;Acc:115585070]
Lrhomboides00009573,94.658,0,1541,100,ENSSAUG00010015283,top1,DNA topoisomerase 1 [Source:NCBI gene;Acc:115585568]
Lrhomboides00009574,95.439,0,1899,59,ENSSAUG00010015268,ncoa6,nuclear receptor coactivator 6 [Source:NCBI gene;Acc:115584742]
Lrhomboides00009575,96.176,0,1345,100,ENSSAUG00010015267,GGT7,gamma-glutamyltransferase 7 [Source:HGNC Symbol;Acc:HGNC:4259]
Lrhomboides00009576,86.916,6.94E-180,499,100,ENSSAUG00010015264,tp53inp2,tumor protein p53 inducible nuclear protein 2 [Source:NCBI gene;Acc:115584894]
Lrhomboides00009577,89.13,0,545,93,ENSSAUG00010015260,snai1b,protein snail homolog Sna-like [Source:NCBI gene;Acc:115584517]
Lrhomboides00009579,93.497,0,2132,100,ENSSAUG00010015253,,disks large-associated protein 4-like [Source:NCBI gene;Acc:115584899]
Lrhomboides00009580,100,0,650,74,ENSSAUG00010015135,pcbp2,poly(rC)-binding protein 2-like [Source:NCBI gene;Acc:115584729]
Lrhomboides00009581,97.607,0,1905,100,ENSSAUG00010015130,map3k12,mitogen-activated protein kinase kinase kinase 12 [Source:NCBI gene;Acc:115584726]
Lrhomboides00009582,97.303,0,1018,93,ENSSAUG00010014758,aaas,aladin WD repeat nucleoporin [Source:NCBI gene;Acc:115584727]
Lrhomboides00009584,95.066,0,1203,100,ENSSAUG00010013723,gls2a,glutaminase kidney isoform; mitochondrial-like [Source:NCBI gene;Acc:115584682]
Lrhomboides00009585,96.429,2.75E-162,448,100,ENSSAUG00010013713,spryd4,SPRY domain-containing protein 4-like [Source:NCBI gene;Acc:115584683]
Lrhomboides00009586,100,3.12E-128,371,100,ENSSAUG00010013700,asic1a,acid-sensing ion channel 1-like [Source:NCBI gene;Acc:115584760]
Lrhomboides00009587,99.016,0,634,100,ENSSAUG00010013700,asic1a,acid-sensing ion channel 1-like [Source:NCBI gene;Acc:115584760]
Lrhomboides00009588,95.726,0,683,100,ENSSAUG00010013694,GPD1,glycerol-3-phosphate dehydrogenase [NAD(+)]; cytoplasmic [Source:NCBI gene;Acc:115584761]
Lrhomboides00009589,97.159,0,1064,99,ENSSAUG00010013690,g6pd,glucose-6-phosphate dehydrogenase [Source:ZFIN;Acc:ZDB-GENE-070508-4]
Lrhomboides00009590,84.899,0,1030,97,ENSSAUG00010013686,,
Lrhomboides00009592,89.992,0,2204,100,ENSSAUG00010012879,adcy6a,adenylate cyclase 6 [Source:NCBI gene;Acc:115584340]
Lrhomboides00009593,99.456,0,1128,100,ENSSAUG00010012697,cacnb3a,calcium voltage-gated channel auxiliary subunit beta 3 [Source:NCBI gene;Acc:115584827]
Lrhomboides00009594,95.359,4.88E-82,262,98,ENSSAUG00010012518,ddx23,DEAD-box helicase 23 [Source:NCBI gene;Acc:115584826]
Lrhomboides00009595,90.517,1.24E-150,418,100,ENSSAUG00010012512,rnd1a,rho-related GTP-binding protein Rho6-like [Source:NCBI gene;Acc:115585463]
Lrhomboides00009596,92.986,0,840,100,ENSSAUG00010012495,prim1,DNA primase subunit 1 [Source:ZFIN;Acc:ZDB-GENE-990603-6]
Lrhomboides00009597,77.851,0,860,65,ENSSAUG00010012484,naca,nascent polypeptide associated complex subunit alpha [Source:NCBI gene;Acc:115584769]
Lrhomboides00009598,98.013,1.56E-107,304,100,ENSSAUG00010012484,naca,nascent polypeptide associated complex subunit alpha [Source:NCBI gene;Acc:115584769]
Lrhomboides00009599,94.694,0,4605,100,ENSSAUG00010012475,baz2a,bromodomain adjacent to zinc finger domain 2A [Source:NCBI gene;Acc:115584672]
Lrhomboides00009600,84.151,5.49E-140,404,51,ENSSAUG00010012473,,aquaporin AQPAe.a-like [Source:NCBI gene;Acc:115584435]
Lrhomboides00009601,99.254,1.26E-98,284,100,ENSSAUG00010012466,rbm38,RNA-binding protein 38-like [Source:NCBI gene;Acc:115585451]
Lrhomboides00009602,96.477,0,2914,99,ENSSAUG00010012463,NCOA3,nuclear receptor coactivator 3-like [Source:NCBI gene;Acc:115585155]
Lrhomboides00009603,100,4.89E-53,169,100,ENSSAUG00010012382,zgc:113278,translocating chain-associated membrane protein 1-like 1 [Source:NCBI gene;Acc:115585758]
Lrhomboides00009604,98.639,0,594,96,ENSSAUG00010012382,zgc:113278,translocating chain-associated membrane protein 1-like 1 [Source:NCBI gene;Acc:115585758]
Lrhomboides00009605,93.18,0,2065,94,ENSSAUG00010007956,prkcbp1l,protein kinase C-binding protein 1-like [Source:NCBI gene;Acc:115585757]
Lrhomboides00009607,79.109,0,2770,100,ENSSAUG00010007921,,
Lrhomboides00009608,92.661,0,795,100,ENSSAUG00010007920,,transcription factor like 5 [Source:NCBI gene;Acc:115585123]
Lrhomboides00009609,75.382,0,876,100,ENSSAUG00010007913,col9a3,collagen type IX alpha 3 chain [Source:NCBI gene;Acc:115585120]
Lrhomboides00009610,87.478,0,951,100,ENSSAUG00010007911,ogfr,opioid growth factor receptor [Source:ZFIN;Acc:ZDB-GENE-030131-377]
Lrhomboides00009611,98.611,0,885,92,ENSSAUG00010007910,kcnk15,potassium channel subfamily K member 15-like [Source:NCBI gene;Acc:115585124]
Lrhomboides00009612,99.225,0,1055,51,ENSSAUG00010004420,CDH4,cadherin-4-like [Source:NCBI gene;Acc:115585174]
Lrhomboides00009613,96.929,0,1868,100,ENSSAUG00010004212,TAF4,TATA-box binding protein associated factor 4 [Source:NCBI gene;Acc:115585306]
Lrhomboides00009614,95.312,0,729,100,ENSSAUG00010004173,lsm14b,LSM family member 14B [Source:NCBI gene;Acc:115584562]
Lrhomboides00009615,92.629,0,699,99,ENSSAUG00010004145,SS18L1,SS18L1 subunit of BAF chromatin remodeling complex [Source:NCBI gene;Acc:115585600]
Lrhomboides00009616,96.429,0,836,100,ENSSAUG00010004113,mtg2,mitochondrial ribosome associated GTPase 2 [Source:NCBI gene;Acc:115584490]
Lrhomboides00009619,80.711,0,947,77,ENSSAUG00010014382,cdh26.1,cadherin 26; tandem duplicate 1 [Source:ZFIN;Acc:ZDB-GENE-100922-193]
Lrhomboides00009620,97.17,2.93E-149,414,100,ENSSAUG00010014377,,dysbindin-like [Source:NCBI gene;Acc:115585059]
Lrhomboides00009621,97.974,0,1336,100,ENSSAUG00010014374,,mediator of RNA polymerase II transcription subunit 1.1-like [Source:NCBI gene;Acc:115585426]
Lrhomboides00009622,93.596,0,766,100,ENSSAUG00010014372,irf10,interferon regulatory factor 10 [Source:ZFIN;Acc:ZDB-GENE-040426-2084]
Lrhomboides00009623,88.253,0,600,97,ENSSAUG00010014363,bmp7b,bone morphogenetic protein 7 [Source:NCBI gene;Acc:115584392]
Lrhomboides00009624,95.385,0,745,100,ENSSAUG00010014336,spo11,SPO11 initiator of meiotic double stranded breaks [Source:NCBI gene;Acc:115584595]
Lrhomboides00009625,91.667,0,1185,100,ENSSAUG00010014329,ALAS1,5-aminolevulinate synthase; nonspecific; mitochondrial-like [Source:NCBI gene;Acc:115584401]
Lrhomboides00009626,98.916,0,759,100,ENSSAUG00010014328,DUSP7,dual specificity protein phosphatase 7-like [Source:NCBI gene;Acc:115585748]
Lrhomboides00009627,94.937,3.23E-100,288,76,ENSSAUG00010014292,,troponin C1; slow skeletal and cardiac type [Source:HGNC Symbol;Acc:HGNC:11943]
Lrhomboides00009628,95.983,0,1390,97,ENSSAUG00010014234,slc6a1a,sodium- and chloride-dependent GABA transporter 1-like [Source:NCBI gene;Acc:115585747]
Lrhomboides00009629,98.855,0,541,100,ENSSAUG00010014228,vgll4a,transcription cofactor vestigial-like protein 4 [Source:NCBI gene;Acc:115584731]
Lrhomboides00009630,94.563,0,831,90,ENSSAUG00010014102,syn2a,synapsin-2-like [Source:NCBI gene;Acc:115584730]
Lrhomboides00009631,98.066,0,743,100,ENSSAUG00010013610,raf1a,Raf-1 proto-oncogene; serine/threonine kinase a [Source:ZFIN;Acc:ZDB-GENE-990415-41]
Lrhomboides00009632,92.353,6.89E-97,278,99,ENSSAUG00010013604,cnbpa,CCHC-type zinc finger; nucleic acid binding protein a [Source:ZFIN;Acc:ZDB-GENE-030131-5045]
Lrhomboides00009633,83.448,0,925,99,ENSSAUG00010013600,,zgc:77375 [Source:ZFIN;Acc:ZDB-GENE-040426-1827]
Lrhomboides00009634,96.867,0,2221,97,ENSSAUG00010013583,IQSEC1,IQ motif and SEC7 domain-containing protein 1-like [Source:NCBI gene;Acc:115584676]
Lrhomboides00009635,96.304,0,3620,99,ENSSAUG00010013565,nup210,nucleoporin 210 [Source:ZFIN;Acc:ZDB-GENE-050208-132]
Lrhomboides00009636,90.622,0,2188,100,ENSSAUG00010013162,FBLN2,fibulin-2-like [Source:NCBI gene;Acc:115585490]
Lrhomboides00009637,94.634,0,796,100,ENSSAUG00010013157,wnt7ab,protein Wnt-7a-like [Source:NCBI gene;Acc:115584333]
Lrhomboides00009638,94.703,0,928,89,ENSSAUG00010013155,zgc:171857,F-box and WD repeat domain containing 12 [Source:NCBI gene;Acc:115585729]
Lrhomboides00009639,89.249,0,1247,99,ENSSAUG00010013152,ptpdc1b,protein tyrosine phosphatase domain-containing protein 1-like [Source:NCBI gene;Acc:115585728]
Lrhomboides00009640,98.712,0,1395,99,ENSSAUG00010012894,BICD2,BICD cargo adaptor 2 [Source:HGNC Symbol;Acc:HGNC:17208]
Lrhomboides00009642,95.991,0,1699,98,ENSSAUG00010012888,,FYVE; RhoGEF and PH domain-containing protein 3-like [Source:NCBI gene;Acc:115585116]
Lrhomboides00009643,93.811,0,586,100,ENSSAUG00010012891,,uncharacterized LOC115585732 [Source:NCBI gene;Acc:115585732]
