LrhomID,GOAccession,GOName,,,,,,,,,
Lrhomboides00011229,GO:0016021,integral component of membrane,,,,,,,,,
Lrhomboides00011230,GO:0007165,signal transduction,,,,,,,,,
Lrhomboides00011230,GO:0016021,integral component of membrane,,,,,,,,,
Lrhomboides00011231,GO:0004833,"tryptophan 2,3-dioxygenase activity",,,,,,,,,
Lrhomboides00011231,GO:0019441,tryptophan catabolic process to kynurenine,,,,,,,,,
Lrhomboides00011231,GO:0020037,heme binding,,,,,,,,,
Lrhomboides00011231,GO:0046872,metal ion binding,,,,,,,,,
Lrhomboides00011232,GO:0006508,proteolysis,,,,,,,,,
Lrhomboides00011232,GO:0008234,cysteine-type peptidase activity,,,,,,,,,
Lrhomboides00011233,GO:0005515,protein binding,,,,,,,,,
Lrhomboides00011233,GO:0035556,intracellular signal transduction,,,,,,,,,
Lrhomboides00011234,,,,,,,,,,,
Lrhomboides00011235,GO:0016021,integral component of membrane,,,,,,,,,
Lrhomboides00011236,GO:0005515,protein binding,,,,,,,,,
Lrhomboides00011238,GO:0005783,endoplasmic reticulum,,,,,,,,,
Lrhomboides00011238,GO:0009922,fatty acid elongase activity,,,,,,,,,
Lrhomboides00011238,GO:0016021,integral component of membrane,,,,,,,,,
Lrhomboides00011238,GO:0019367,"fatty acid elongation, saturated fatty acid",,,,,,,,,
Lrhomboides00011238,GO:0042761,very long-chain fatty acid biosynthetic process,,,,,,,,,
Lrhomboides00011240,GO:0000981,"DNA-binding transcription factor activity, RNA polymerase II-specific",,,,,,,,,
Lrhomboides00011240,GO:0003677,DNA binding,,,,,,,,,
Lrhomboides00011240,GO:0003700,DNA-binding transcription factor activity,,,,,,,,,
Lrhomboides00011240,GO:0006355,"regulation of transcription, DNA-templated",,,,,,,,,
Lrhomboides00011240,GO:0021501,prechordal plate formation,,,,,,,,,
Lrhomboides00011240,GO:0021538,epithalamus development,,,,,,,,,
Lrhomboides00011240,GO:0021986,habenula development,,,,,,,,,
Lrhomboides00011240,GO:0035462,determination of left/right asymmetry in diencephalon,,,,,,,,,
Lrhomboides00011240,GO:0042476,odontogenesis,,,,,,,,,
Lrhomboides00011240,GO:0043010,camera-type eye development,,,,,,,,,
Lrhomboides00011240,GO:0043114,regulation of vascular permeability,,,,,,,,,
Lrhomboides00011240,GO:0048382,mesendoderm development,,,,,,,,,
Lrhomboides00011240,GO:0048384,retinoic acid receptor signaling pathway,,,,,,,,,
Lrhomboides00011240,GO:0048593,camera-type eye morphogenesis,,,,,,,,,
Lrhomboides00011240,GO:0048596,embryonic camera-type eye morphogenesis,,,,,,,,,
Lrhomboides00011240,GO:0048701,embryonic cranial skeleton morphogenesis,,,,,,,,,
Lrhomboides00011240,GO:0048703,embryonic viscerocranium morphogenesis,,,,,,,,,
Lrhomboides00011240,GO:0060325,face morphogenesis,,,,,,,,,
Lrhomboides00011240,GO:0060971,embryonic heart tube left/right pattern formation,,,,,,,,,
Lrhomboides00011240,GO:0061072,iris morphogenesis,,,,,,,,,
Lrhomboides00011240,GO:0061303,cornea development in camera-type eye,,,,,,,,,
Lrhomboides00011240,GO:0061386,closure of optic fissure,,,,,,,,,
Lrhomboides00011240,GO:0071907,determination of digestive tract left/right asymmetry,,,,,,,,,
Lrhomboides00011240,GO:1904103,regulation of convergent extension involved in gastrulation,,,,,,,,,
Lrhomboides00011241,GO:0008270,zinc ion binding,,,,,,,,,
Lrhomboides00011241,GO:0016491,oxidoreductase activity,,,,,,,,,
Lrhomboides00011243,GO:0006069,ethanol oxidation,,,,,,,,,
Lrhomboides00011243,GO:0008270,zinc ion binding,,,,,,,,,
Lrhomboides00011243,GO:0016491,oxidoreductase activity,,,,,,,,,
Lrhomboides00011243,GO:0051903,S-(hydroxymethyl)glutathione dehydrogenase activity,,,,,,,,,
Lrhomboides00011244,GO:0003723,RNA binding,,,,,,,,,
Lrhomboides00011244,GO:0003743,translation initiation factor activity,,,,,,,,,
Lrhomboides00011244,GO:0005737,cytoplasm,,,,,,,,,
Lrhomboides00011244,GO:0006413,translational initiation,,,,,,,,,
Lrhomboides00011245,GO:0005515,protein binding,,,,,,,,,
Lrhomboides00011245,GO:0021628,olfactory nerve formation,,,,,,,,,
Lrhomboides00011245,GO:0071699,olfactory placode morphogenesis,,,,,,,,,
Lrhomboides00011246,GO:0005576,extracellular region,,,,,,,,,
Lrhomboides00011246,GO:0006955,immune response,,,,,,,,,
Lrhomboides00011246,GO:0008009,chemokine activity,,,,,,,,,
Lrhomboides00011246,GO:0060326,cell chemotaxis,,,,,,,,,
Lrhomboides00011247,GO:0007165,signal transduction,,,,,,,,,
Lrhomboides00011248,GO:0007165,signal transduction,,,,,,,,,
Lrhomboides00011251,,,,,,,,,,,
Lrhomboides00011251,GO:0005515,protein binding,,,,,,,,,
Lrhomboides00011251,GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process,,,,,,,,,
Lrhomboides00011251,GO:0061630,ubiquitin protein ligase activity,,,,,,,,,
Lrhomboides00011252,GO:0003714,transcription corepressor activity,,,,,,,,,
Lrhomboides00011252,GO:0016616,"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor",,,,,,,,,
Lrhomboides00011252,GO:0051287,NAD binding,,,,,,,,,
Lrhomboides00011253,GO:0031012,extracellular matrix,,,,,,,,,
Lrhomboides00011254,GO:0016021,integral component of membrane,,,,,,,,,
Lrhomboides00011255,GO:0000795,synaptonemal complex,,,,,,,,,
Lrhomboides00011255,GO:0007131,reciprocal meiotic recombination,,,,,,,,,
Lrhomboides00011255,GO:0019789,SUMO transferase activity,,,,,,,,,
Lrhomboides00011256,,,,,,,,,,,
Lrhomboides00011256,GO:0021592,fourth ventricle development,,,,,,,,,
Lrhomboides00011256,GO:0021670,lateral ventricle development,,,,,,,,,
Lrhomboides00011256,GO:0021678,third ventricle development,,,,,,,,,
Lrhomboides00011256,GO:0048565,digestive tract development,,,,,,,,,
Lrhomboides00011256,GO:0048592,eye morphogenesis,,,,,,,,,
Lrhomboides00011256,GO:0048794,swim bladder development,,,,,,,,,
Lrhomboides00011256,GO:0051216,cartilage development,,,,,,,,,
Lrhomboides00011257,GO:0005044,scavenger receptor activity,,,,,,,,,
Lrhomboides00011257,GO:0005509,calcium ion binding,,,,,,,,,
Lrhomboides00011257,GO:0005515,protein binding,,,,,,,,,
Lrhomboides00011257,GO:0016020,membrane,,,,,,,,,
Lrhomboides00011257,GO:0021952,central nervous system projection neuron axonogenesis,,,,,,,,,
Lrhomboides00011257,GO:0030517,negative regulation of axon extension,,,,,,,,,
Lrhomboides00011258,GO:0005044,scavenger receptor activity,,,,,,,,,
Lrhomboides00011258,GO:0005509,calcium ion binding,,,,,,,,,
Lrhomboides00011258,GO:0005515,protein binding,,,,,,,,,
Lrhomboides00011258,GO:0016020,membrane,,,,,,,,,
Lrhomboides00011258,GO:0021952,central nervous system projection neuron axonogenesis,,,,,,,,,
Lrhomboides00011258,GO:0030517,negative regulation of axon extension,,,,,,,,,
Lrhomboides00011261,,,,,,,,,,,
Lrhomboides00011263,,,,,,,,,,,
Lrhomboides00011267,,,,,,,,,,,
Lrhomboides00011269,,,,,,,,,,,
Lrhomboides00011270,,,,,,,,,,,
Lrhomboides00011271,,,,,,,,,,,
Lrhomboides00011271,GO:0007155,cell adhesion,,,,,,,,,
Lrhomboides00011271,GO:0008305,integrin complex,,,,,,,,,
Lrhomboides00011272,GO:0009966,regulation of signal transduction,,,,,,,,,
Lrhomboides00011272,GO:0046658,anchored component of plasma membrane,,,,,,,,,
Lrhomboides00011272,GO:0062023,collagen-containing extracellular matrix,,,,,,,,,
Lrhomboides00011274,GO:0003677,DNA binding,,,,,,,,,
Lrhomboides00011274,GO:0003678,DNA helicase activity,,,,,,,,,
Lrhomboides00011274,GO:0005524,ATP binding,,,,,,,,,
Lrhomboides00011274,GO:0006260,DNA replication,,,,,,,,,
Lrhomboides00011274,GO:0006270,DNA replication initiation,,,,,,,,,
Lrhomboides00011274,GO:0032508,DNA duplex unwinding,,,,,,,,,
Lrhomboides00011274,GO:0042555,MCM complex,,,,,,,,,
Lrhomboides00011274,GO:1902017,regulation of cilium assembly,,,,,,,,,
Lrhomboides00011275,,,,,,,,,,,
Lrhomboides00011276,GO:0000338,protein deneddylation,,,,,,,,,
Lrhomboides00011276,GO:0005515,protein binding,,,,,,,,,
Lrhomboides00011276,GO:0008180,COP9 signalosome,,,,,,,,,
Lrhomboides00011276,GO:0070122,isopeptidase activity,,,,,,,,,
Lrhomboides00011276,GO:0140492,metal-dependent deubiquitinase activity,,,,,,,,,
Lrhomboides00011277,GO:0005515,protein binding,,,,,,,,,
Lrhomboides00011278,,,,,,,,,,,
Lrhomboides00011279,GO:0000981,"DNA-binding transcription factor activity, RNA polymerase II-specific",,,,,,,,,
Lrhomboides00011279,GO:0003677,DNA binding,,,,,,,,,
Lrhomboides00011279,GO:0006355,"regulation of transcription, DNA-templated",,,,,,,,,
Lrhomboides00011279,GO:0048703,embryonic viscerocranium morphogenesis,,,,,,,,,
Lrhomboides00011280,GO:0003924,GTPase activity,,,,,,,,,
Lrhomboides00011280,GO:0005525,GTP binding,,,,,,,,,
Lrhomboides00011281,GO:0008146,sulfotransferase activity,,,,,,,,,
Lrhomboides00011282,,,,,,,,,,,
Lrhomboides00011283,,,,,,,,,,,
Lrhomboides00011284,GO:0004362,glutathione-disulfide reductase (NADPH) activity,,,,,,,,,
Lrhomboides00011284,GO:0006749,glutathione metabolic process,,,,,,,,,
Lrhomboides00011284,GO:0016491,oxidoreductase activity,,,,,,,,,
Lrhomboides00011284,GO:0016668,"oxidoreductase activity, acting on a sulfur group of donors, NAD(P) as acceptor",,,,,,,,,
Lrhomboides00011284,GO:0045454,cell redox homeostasis,,,,,,,,,
Lrhomboides00011284,GO:0050660,flavin adenine dinucleotide binding,,,,,,,,,
Lrhomboides00011284,GO:0050661,NADP binding,,,,,,,,,
Lrhomboides00011285,GO:0006812,cation transport,,,,,,,,,
Lrhomboides00011285,GO:0006829,zinc ion transport,,,,,,,,,
Lrhomboides00011285,GO:0008324,cation transmembrane transporter activity,,,,,,,,,
Lrhomboides00011285,GO:0016021,integral component of membrane,,,,,,,,,
Lrhomboides00011285,GO:0055085,transmembrane transport,,,,,,,,,
Lrhomboides00011286,GO:0002093,auditory receptor cell morphogenesis,,,,,,,,,
Lrhomboides00011286,GO:0007605,sensory perception of sound,,,,,,,,,
Lrhomboides00011286,GO:0097573,glutathione oxidoreductase activity,,,,,,,,,
Lrhomboides00011287,GO:0000166,nucleotide binding,,,,,,,,,
Lrhomboides00011287,GO:0000287,magnesium ion binding,,,,,,,,,
Lrhomboides00011287,GO:0005215,transporter activity,,,,,,,,,
Lrhomboides00011287,GO:0005524,ATP binding,,,,,,,,,
Lrhomboides00011287,GO:0015914,phospholipid transport,,,,,,,,,
Lrhomboides00011287,GO:0016021,integral component of membrane,,,,,,,,,
Lrhomboides00011287,GO:0016887,ATP hydrolysis activity,,,,,,,,,
Lrhomboides00011287,GO:0140326,ATPase-coupled intramembrane lipid transporter activity,,,,,,,,,
Lrhomboides00011288,GO:0016020,membrane,,,,,,,,,
Lrhomboides00011288,GO:0016021,integral component of membrane,,,,,,,,,
Lrhomboides00011289,GO:0003677,DNA binding,,,,,,,,,
Lrhomboides00011290,GO:0031267,small GTPase binding,,,,,,,,,
Lrhomboides00011291,GO:0006811,ion transport,,,,,,,,,
Lrhomboides00011291,GO:0015075,ion transmembrane transporter activity,,,,,,,,,
Lrhomboides00011291,GO:0016020,membrane,,,,,,,,,
Lrhomboides00011291,GO:0055085,transmembrane transport,,,,,,,,,
Lrhomboides00011292,GO:0005515,protein binding,,,,,,,,,
Lrhomboides00011292,GO:0018024,histone-lysine N-methyltransferase activity,,,,,,,,,
Lrhomboides00011292,GO:0034968,histone lysine methylation,,,,,,,,,
Lrhomboides00011292,GO:0045638,negative regulation of myeloid cell differentiation,,,,,,,,,
Lrhomboides00011292,GO:0060215,primitive hemopoiesis,,,,,,,,,
Lrhomboides00011292,GO:0060216,definitive hemopoiesis,,,,,,,,,
Lrhomboides00011293,GO:0038023,signaling receptor activity,,,,,,,,,
Lrhomboides00011294,GO:0005452,inorganic anion exchanger activity,,,,,,,,,
Lrhomboides00011294,GO:0006820,anion transport,,,,,,,,,
Lrhomboides00011294,GO:0016020,membrane,,,,,,,,,
Lrhomboides00011294,GO:0016021,integral component of membrane,,,,,,,,,
Lrhomboides00011295,GO:0003676,nucleic acid binding,,,,,,,,,
Lrhomboides00011295,GO:0003723,RNA binding,,,,,,,,,
Lrhomboides00011295,GO:0007624,ultradian rhythm,,,,,,,,,
Lrhomboides00011295,GO:0009897,external side of plasma membrane,,,,,,,,,
Lrhomboides00011295,GO:0016491,oxidoreductase activity,,,,,,,,,
Lrhomboides00011296,GO:0003676,nucleic acid binding,,,,,,,,,
Lrhomboides00011296,GO:0003723,RNA binding,,,,,,,,,
Lrhomboides00011296,GO:0007624,ultradian rhythm,,,,,,,,,
Lrhomboides00011296,GO:0009897,external side of plasma membrane,,,,,,,,,
Lrhomboides00011296,GO:0016491,oxidoreductase activity,,,,,,,,,
Lrhomboides00011297,GO:0003676,nucleic acid binding,,,,,,,,,
Lrhomboides00011297,GO:0003723,RNA binding,,,,,,,,,
Lrhomboides00011297,GO:0007624,ultradian rhythm,,,,,,,,,
Lrhomboides00011297,GO:0009897,external side of plasma membrane,,,,,,,,,
Lrhomboides00011297,GO:0016491,oxidoreductase activity,,,,,,,,,
Lrhomboides00011298,GO:0005524,ATP binding,,,,,,,,,
Lrhomboides00011298,GO:0008514,organic anion transmembrane transporter activity,,,,,,,,,
Lrhomboides00011298,GO:0015711,organic anion transport,,,,,,,,,
Lrhomboides00011298,GO:0016021,integral component of membrane,,,,,,,,,
Lrhomboides00011298,GO:0042626,ATPase-coupled transmembrane transporter activity,,,,,,,,,
Lrhomboides00011298,GO:0055085,transmembrane transport,,,,,,,,,
Lrhomboides00011298,GO:0140359,ABC-type transporter activity,,,,,,,,,
Lrhomboides00011299,GO:0003712,transcription coregulator activity,,,,,,,,,
Lrhomboides00011299,GO:0006357,regulation of transcription by RNA polymerase II,,,,,,,,,
Lrhomboides00011299,GO:0008013,beta-catenin binding,,,,,,,,,
Lrhomboides00011299,GO:0016592,mediator complex,,,,,,,,,
Lrhomboides00011300,GO:0000166,nucleotide binding,,,,,,,,,
Lrhomboides00011300,GO:0004812,aminoacyl-tRNA ligase activity,,,,,,,,,
Lrhomboides00011300,GO:0004825,methionine-tRNA ligase activity,,,,,,,,,
Lrhomboides00011300,GO:0005524,ATP binding,,,,,,,,,
Lrhomboides00011300,GO:0006418,tRNA aminoacylation for protein translation,,,,,,,,,
Lrhomboides00011300,GO:0006431,methionyl-tRNA aminoacylation,,,,,,,,,
Lrhomboides00011301,GO:0015095,magnesium ion transmembrane transporter activity,,,,,,,,,
Lrhomboides00011301,GO:0015693,magnesium ion transport,,,,,,,,,
Lrhomboides00011301,GO:0016021,integral component of membrane,,,,,,,,,
Lrhomboides00011302,GO:0005758,mitochondrial intermembrane space,,,,,,,,,
Lrhomboides00011303,GO:0004672,protein kinase activity,,,,,,,,,
Lrhomboides00011303,GO:0004713,protein tyrosine kinase activity,,,,,,,,,
Lrhomboides00011303,GO:0005515,protein binding,,,,,,,,,
Lrhomboides00011303,GO:0005524,ATP binding,,,,,,,,,
Lrhomboides00011303,GO:0006468,protein phosphorylation,,,,,,,,,
Lrhomboides00011303,GO:0009952,anterior/posterior pattern specification,,,,,,,,,
Lrhomboides00011303,GO:0030178,negative regulation of Wnt signaling pathway,,,,,,,,,
Lrhomboides00011303,GO:0035556,intracellular signal transduction,,,,,,,,,
Lrhomboides00011303,GO:0060828,regulation of canonical Wnt signaling pathway,,,,,,,,,
Lrhomboides00011304,GO:0003735,structural constituent of ribosome,,,,,,,,,
Lrhomboides00011304,GO:0005840,ribosome,,,,,,,,,
Lrhomboides00011304,GO:0006412,translation,,,,,,,,,
Lrhomboides00011304,GO:0043009,chordate embryonic development,,,,,,,,,
Lrhomboides00011304,GO:0051726,regulation of cell cycle,,,,,,,,,
Lrhomboides00011305,GO:0003824,catalytic activity,,,,,,,,,
Lrhomboides00011305,GO:0004553,"hydrolase activity, hydrolyzing O-glycosyl compounds",,,,,,,,,
Lrhomboides00011305,GO:0005975,carbohydrate metabolic process,,,,,,,,,
Lrhomboides00011306,GO:0001964,startle response,,,,,,,,,
Lrhomboides00011306,GO:0001966,thigmotaxis,,,,,,,,,
Lrhomboides00011306,GO:0004888,transmembrane signaling receptor activity,,,,,,,,,
Lrhomboides00011306,GO:0005216,ion channel activity,,,,,,,,,
Lrhomboides00011306,GO:0005230,extracellular ligand-gated ion channel activity,,,,,,,,,
Lrhomboides00011306,GO:0005887,integral component of plasma membrane,,,,,,,,,
Lrhomboides00011306,GO:0006811,ion transport,,,,,,,,,
Lrhomboides00011306,GO:0006821,chloride transport,,,,,,,,,
Lrhomboides00011306,GO:0007417,central nervous system development,,,,,,,,,
Lrhomboides00011306,GO:0016021,integral component of membrane,,,,,,,,,
Lrhomboides00011306,GO:0016594,glycine binding,,,,,,,,,
Lrhomboides00011306,GO:0016933,extracellularly glycine-gated ion channel activity,,,,,,,,,
Lrhomboides00011306,GO:0016934,extracellularly glycine-gated chloride channel activity,,,,,,,,,
Lrhomboides00011306,GO:0022824,transmitter-gated ion channel activity,,,,,,,,,
Lrhomboides00011306,GO:0034220,ion transmembrane transport,,,,,,,,,
Lrhomboides00011306,GO:0043200,response to amino acid,,,,,,,,,
Lrhomboides00011306,GO:0043524,negative regulation of neuron apoptotic process,,,,,,,,,
Lrhomboides00011306,GO:0045664,regulation of neuron differentiation,,,,,,,,,
Lrhomboides00011307,GO:0003779,actin binding,,,,,,,,,
Lrhomboides00011307,GO:0007015,actin filament organization,,,,,,,,,
Lrhomboides00011307,GO:0007292,female gamete generation,,,,,,,,,
Lrhomboides00011307,GO:0016043,cellular component organization,,,,,,,,,
Lrhomboides00011307,GO:0030036,actin cytoskeleton organization,,,,,,,,,
Lrhomboides00011307,GO:0030041,actin filament polymerization,,,,,,,,,
Lrhomboides00011307,GO:0031267,small GTPase binding,,,,,,,,,
Lrhomboides00011307,GO:0040001,establishment of mitotic spindle localization,,,,,,,,,
Lrhomboides00011307,GO:0042074,cell migration involved in gastrulation,,,,,,,,,
Lrhomboides00011307,GO:0051056,regulation of small GTPase mediated signal transduction,,,,,,,,,
Lrhomboides00011307,GO:0055113,epiboly involved in gastrulation with mouth forming second,,,,,,,,,
Lrhomboides00011307,GO:0060027,convergent extension involved in gastrulation,,,,,,,,,
Lrhomboides00011308,GO:0001841,neural tube formation,,,,,,,,,
Lrhomboides00011308,GO:0005509,calcium ion binding,,,,,,,,,
Lrhomboides00011308,GO:0005886,plasma membrane,,,,,,,,,
Lrhomboides00011308,GO:0007155,cell adhesion,,,,,,,,,
Lrhomboides00011308,GO:0007156,homophilic cell adhesion via plasma membrane adhesion molecules,,,,,,,,,
Lrhomboides00011308,GO:0007420,brain development,,,,,,,,,
Lrhomboides00011308,GO:0007601,visual perception,,,,,,,,,
Lrhomboides00011308,GO:0016020,membrane,,,,,,,,,
Lrhomboides00011308,GO:0016021,integral component of membrane,,,,,,,,,
Lrhomboides00011308,GO:0042802,identical protein binding,,,,,,,,,
Lrhomboides00011308,GO:0048854,brain morphogenesis,,,,,,,,,
Lrhomboides00011310,,,,,,,,,,,
Lrhomboides00011311,GO:0003700,DNA-binding transcription factor activity,,,,,,,,,
Lrhomboides00011311,GO:0006355,"regulation of transcription, DNA-templated",,,,,,,,,
Lrhomboides00011311,GO:0043565,sequence-specific DNA binding,,,,,,,,,
Lrhomboides00011312,,,,,,,,,,,
Lrhomboides00011313,GO:0003676,nucleic acid binding,,,,,,,,,
Lrhomboides00011313,GO:0005525,GTP binding,,,,,,,,,
Lrhomboides00011313,GO:0031105,septin complex,,,,,,,,,
Lrhomboides00011314,GO:0003676,nucleic acid binding,,,,,,,,,
Lrhomboides00011314,GO:0005525,GTP binding,,,,,,,,,
Lrhomboides00011314,GO:0031105,septin complex,,,,,,,,,
Lrhomboides00011315,GO:0005634,nucleus,,,,,,,,,
Lrhomboides00011315,GO:0005737,cytoplasm,,,,,,,,,
Lrhomboides00011315,GO:0051276,chromosome organization,,,,,,,,,
Lrhomboides00011316,GO:0005515,protein binding,,,,,,,,,
Lrhomboides00011317,GO:0000184,"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay",,,,,,,,,
Lrhomboides00011317,GO:0003676,nucleic acid binding,,,,,,,,,
Lrhomboides00011318,,,,,,,,,,,
Lrhomboides00011318,GO:0005739,mitochondrion,,,,,,,,,
Lrhomboides00011318,GO:0005743,mitochondrial inner membrane,,,,,,,,,
Lrhomboides00011318,GO:0016020,membrane,,,,,,,,,
Lrhomboides00011318,GO:0016021,integral component of membrane,,,,,,,,,
Lrhomboides00011318,GO:0070469,respirasome,,,,,,,,,
Lrhomboides00011319,,,,,,,,,,,
Lrhomboides00011319,GO:0003682,chromatin binding,,,,,,,,,
